date,dam,level_m,capacity_m3,api_date,level_raw,capacity_raw
2026-04-01,Osento,452.0,8150000,01/04/2026,"452,00",8.150.000
2026-04-02,Capaccio,145.73,14142500,02/04/2026,"145,73",14.142.500
2026-04-02,Capacciotti,185.5,33153700,02/04/2026,"185,50",33.153.700
2026-04-02,Occhito,189.92,176460920,02/04/2026,"189,92",176.460.920
2026-04-02,Osento,455.6,10880000,02/04/2026,"455,60",10.880.000
2026-04-03,Capaccio,147.36,18336000,03/04/2026,"147,36",18.336.000
2026-04-03,Capacciotti,185.7,33608500,03/04/2026,"185,70",33.608.500
2026-04-03,Occhito,192.34,210154040,03/04/2026,"192,34",210.154.040
2026-04-03,Osento,458.65,13050000,03/04/2026,"458,65",13.050.000
2026-04-04,Capaccio,147.66,19116000,04/04/2026,"147,66",19.116.000
2026-04-04,Capacciotti,185.9,34063300,04/04/2026,"185,90",34.063.300
2026-04-04,Occhito,193.07,220414920,04/04/2026,"193,07",220.414.920
2026-04-04,Osento,459.25,13650000,04/04/2026,"459,25",13.650.000
2026-04-05,Capaccio,147.66,19116000,05/04/2026,"147,66",19.116.000
2026-04-05,Capacciotti,186.0,34291200,05/04/2026,"186,00",34.291.200
2026-04-05,Occhito,193.22,222523320,05/04/2026,"193,22",222.523.320
2026-04-05,Osento,459.45,13850000,05/04/2026,"459,45",13.850.000
2026-04-06,Capaccio,147.6,18960000,06/04/2026,"147,60",18.960.000
2026-04-06,Capacciotti,186.15,34661700,06/04/2026,"186,15",34.661.700
2026-04-06,Occhito,193.27,223226120,06/04/2026,"193,27",223.226.120
2026-04-06,Osento,459.55,13940000,06/04/2026,"459,55",13.940.000
2026-04-07,Capaccio,147.54,18804000,07/04/2026,"147,54",18.804.000
2026-04-07,Capacciotti,186.35,35155700,07/04/2026,"186,35",35.155.700
2026-04-07,Occhito,193.28,223366680,07/04/2026,"193,28",223.366.680
2026-04-07,Osento,459.65,14020000,07/04/2026,"459,65",14.020.000
2026-04-08,Capaccio,147.48,18648000,08/04/2026,"147,48",18.648.000
2026-04-08,Capacciotti,186.55,35649700,08/04/2026,"186,55",35.649.700
2026-04-08,Occhito,193.26,223085560,08/04/2026,"193,26",223.085.560
2026-04-08,Osento,459.7,14060000,08/04/2026,"459,70",14.060.000
2026-04-09,Capaccio,147.43,18518000,09/04/2026,"147,43",18.518.000
2026-04-09,Capacciotti,186.75,36143700,09/04/2026,"186,75",36.143.700
2026-04-09,Occhito,193.24,222804440,09/04/2026,"193,24",222.804.440
2026-04-09,Osento,459.75,14100000,09/04/2026,"459,75",14.100.000
2026-04-10,Capaccio,147.37,18362000,10/04/2026,"147,37",18.362.000
2026-04-10,Capacciotti,186.95,36637700,10/04/2026,"186,95",36.637.700
2026-04-10,Occhito,193.21,222382760,10/04/2026,"193,21",222.382.760
2026-04-10,Osento,459.8,14140000,10/04/2026,"459,80",14.140.000
2026-04-11,Capaccio,147.33,18258000,11/04/2026,"147,33",18.258.000
2026-04-11,Capacciotti,187.15,37132000,11/04/2026,"187,15",37.132.000
2026-04-11,Occhito,193.18,221961080,11/04/2026,"193,18",221.961.080
2026-04-11,Osento,459.85,14180000,11/04/2026,"459,85",14.180.000
2026-04-12,Capaccio,147.29,18154000,12/04/2026,"147,29",18.154.000
2026-04-12,Capacciotti,187.35,37626000,12/04/2026,"187,35",37.626.000
2026-04-12,Occhito,193.15,221539400,12/04/2026,"193,15",221.539.400
2026-04-12,Osento,459.9,14220000,12/04/2026,"459,90",14.220.000
2026-04-13,Capaccio,147.26,18076000,13/04/2026,"147,26",18.076.000
2026-04-13,Capacciotti,187.5,37996500,13/04/2026,"187,50",37.996.500
2026-04-13,Occhito,193.13,221258280,13/04/2026,"193,13",221.258.280
2026-04-13,Osento,459.9,14220000,13/04/2026,"459,90",14.220.000
2026-04-14,Capaccio,147.26,18076000,14/04/2026,"147,26",18.076.000
2026-04-14,Capacciotti,187.7,38490500,14/04/2026,"187,70",38.490.500
2026-04-14,Occhito,193.11,220977160,14/04/2026,"193,11",220.977.160
2026-04-14,Osento,459.95,14260000,14/04/2026,"459,95",14.260.000
2026-04-15,Capaccio,147.22,17972000,15/04/2026,"147,22",17.972.000
2026-04-15,Capacciotti,187.95,39108000,15/04/2026,"187,95",39.108.000
2026-04-15,Occhito,193.09,220696040,15/04/2026,"193,09",220.696.040
2026-04-15,Osento,459.95,14260000,15/04/2026,"459,95",14.260.000
2026-04-16,Capaccio,147.21,17946000,16/04/2026,"147,21",17.946.000
2026-04-16,Capacciotti,188.1,39499700,16/04/2026,"188,10",39.499.700
2026-04-16,Occhito,193.07,220414920,16/04/2026,"193,07",220.414.920
2026-04-16,Osento,460.0,14300000,16/04/2026,"460,00",14.300.000
2026-04-17,Capaccio,147.19,17894000,17/04/2026,"147,19",17.894.000
2026-04-17,Capacciotti,188.25,39901400,17/04/2026,"188,25",39.901.400
2026-04-17,Occhito,193.07,220414920,17/04/2026,"193,07",220.414.920
2026-04-17,Osento,460.05,14340000,17/04/2026,"460,05",14.340.000
2026-04-18,Capaccio,147.18,17868000,18/04/2026,"147,18",17.868.000
2026-04-18,Capacciotti,188.35,40169200,18/04/2026,"188,35",40.169.200
2026-04-18,Occhito,193.07,220414920,18/04/2026,"193,07",220.414.920
2026-04-18,Osento,460.05,14340000,18/04/2026,"460,05",14.340.000
2026-04-19,Capaccio,147.15,17790000,19/04/2026,"147,15",17.790.000
2026-04-19,Capacciotti,188.45,40437000,19/04/2026,"188,45",40.437.000
2026-04-19,Occhito,193.06,220274360,19/04/2026,"193,06",220.274.360
2026-04-19,Osento,460.1,14380000,19/04/2026,"460,10",14.380.000
2026-04-20,Capaccio,147.12,17712000,20/04/2026,"147,12",17.712.000
2026-04-20,Capacciotti,188.5,40570900,20/04/2026,"188,50",40.570.900
2026-04-20,Occhito,193.05,220133800,20/04/2026,"193,05",220.133.800
2026-04-20,Osento,460.1,14380000,20/04/2026,"460,10",14.380.000
2026-04-21,Capaccio,147.09,17634000,21/04/2026,"147,09",17.634.000
2026-04-21,Capacciotti,188.6,40838700,21/04/2026,"188,60",40.838.700
2026-04-21,Occhito,193.05,220133800,21/04/2026,"193,05",220.133.800
2026-04-21,Osento,460.1,14380000,21/04/2026,"460,10",14.380.000
2026-04-22,Capaccio,147.08,17608000,22/04/2026,"147,08",17.608.000
2026-04-22,Capacciotti,188.65,40972600,22/04/2026,"188,65",40.972.600
2026-04-22,Occhito,193.07,220414920,22/04/2026,"193,07",220.414.920
2026-04-22,Osento,460.15,14420000,22/04/2026,"460,15",14.420.000
2026-04-23,Capaccio,147.07,17582000,23/04/2026,"147,07",17.582.000
2026-04-23,Capacciotti,188.7,41106500,23/04/2026,"188,70",41.106.500
2026-04-23,Occhito,193.09,220696040,23/04/2026,"193,09",220.696.040
2026-04-23,Osento,460.15,14420000,23/04/2026,"460,15",14.420.000
2026-04-24,Capaccio,147.05,17530000,24/04/2026,"147,05",17.530.000
2026-04-24,Capacciotti,188.8,41374300,24/04/2026,"188,80",41.374.300
2026-04-24,Occhito,193.09,220696040,24/04/2026,"193,09",220.696.040
2026-04-24,Osento,460.2,14460000,24/04/2026,"460,20",14.460.000
2026-04-25,Capaccio,147.03,17478000,25/04/2026,"147,03",17.478.000
2026-04-25,Capacciotti,188.85,41508200,25/04/2026,"188,85",41.508.200
2026-04-25,Occhito,193.1,220836600,25/04/2026,"193,10",220.836.600
2026-04-25,Osento,460.2,14460000,25/04/2026,"460,20",14.460.000
2026-04-26,Capaccio,147.01,17426000,26/04/2026,"147,01",17.426.000
2026-04-26,Capacciotti,188.9,41642100,26/04/2026,"188,90",41.642.100
2026-04-26,Occhito,193.1,220836600,26/04/2026,"193,10",220.836.600
2026-04-26,Osento,460.2,14460000,26/04/2026,"460,20",14.460.000
2026-04-27,Capaccio,146.98,17320000,27/04/2026,"146,98",17.320.000
2026-04-27,Capacciotti,188.95,41776000,27/04/2026,"188,95",41.776.000
2026-04-27,Occhito,193.1,220836600,27/04/2026,"193,10",220.836.600
2026-04-27,Osento,460.2,14460000,27/04/2026,"460,20",14.460.000
2026-04-28,Capaccio,146.97,17280000,28/04/2026,"146,97",17.280.000
2026-04-28,Capacciotti,188.95,41776000,28/04/2026,"188,95",41.776.000
2026-04-28,Occhito,193.1,220836600,28/04/2026,"193,10",220.836.600
2026-04-28,Osento,460.2,14460000,28/04/2026,"460,20",14.460.000
2026-04-29,Capaccio,146.96,17240000,29/04/2026,"146,96",17.240.000
2026-04-29,Capacciotti,188.95,41776000,29/04/2026,"188,95",41.776.000
2026-04-29,Occhito,193.09,220696040,29/04/2026,"193,09",220.696.040
2026-04-29,Osento,460.2,14460000,29/04/2026,"460,20",14.460.000
2026-04-30,Capaccio,146.95,17200000,30/04/2026,"146,95",17.200.000
2026-04-30,Capacciotti,189.0,41909700,30/04/2026,"189,00",41.909.700
2026-04-30,Occhito,193.1,220836600,30/04/2026,"193,10",220.836.600
2026-04-30,Osento,460.25,14500000,30/04/2026,"460,25",14.500.000
2026-05-01,Capaccio,146.94,17160000,01/05/2026,"146,94",17.160.000
2026-05-01,Capacciotti,189.0,41909700,01/05/2026,"189,00",41.909.700
2026-05-01,Occhito,193.1,220836600,01/05/2026,"193,10",220.836.600
2026-05-01,Osento,460.25,14500000,01/05/2026,"460,25",14.500.000
2026-05-02,Capaccio,146.94,17160000,02/05/2026,"146,94",17.160.000
2026-05-02,Capacciotti,189.0,41909700,02/05/2026,"189,00",41.909.700
2026-05-02,Occhito,193.09,220696040,02/05/2026,"193,09",220.696.040
2026-05-02,Osento,460.25,14500000,02/05/2026,"460,25",14.500.000
2026-05-03,Capaccio,146.92,17080000,03/05/2026,"146,92",17.080.000
2026-05-03,Capacciotti,189.0,41909700,03/05/2026,"189,00",41.909.700
2026-05-03,Occhito,193.08,220555480,03/05/2026,"193,08",220.555.480
2026-05-03,Osento,460.25,14500000,03/05/2026,"460,25",14.500.000
2026-05-04,Capaccio,146.9,17000000,04/05/2026,"146,90",17.000.000
2026-05-04,Capacciotti,189.0,41909700,04/05/2026,"189,00",41.909.700
2026-05-04,Occhito,193.07,220414920,04/05/2026,"193,07",220.414.920
2026-05-04,Osento,460.25,14500000,04/05/2026,"460,25",14.500.000
2026-05-05,Capaccio,146.89,16960000,05/05/2026,"146,89",16.960.000
2026-05-05,Capacciotti,189.0,41909700,05/05/2026,"189,00",41.909.700
2026-05-05,Occhito,193.07,220414920,05/05/2026,"193,07",220.414.920
2026-05-05,Osento,460.25,14500000,05/05/2026,"460,25",14.500.000
2026-05-06,Capaccio,146.88,16920000,06/05/2026,"146,88",16.920.000
2026-05-06,Capacciotti,189.05,42043600,06/05/2026,"189,05",42.043.600
2026-05-06,Occhito,193.07,220414920,06/05/2026,"193,07",220.414.920
2026-05-06,Osento,460.25,14500000,06/05/2026,"460,25",14.500.000
2026-05-07,Capaccio,146.88,16920000,07/05/2026,"146,88",16.920.000
2026-05-07,Capacciotti,189.1,42177500,07/05/2026,"189,10",42.177.500
2026-05-07,Occhito,193.07,220414920,07/05/2026,"193,07",220.414.920
2026-05-07,Osento,460.25,14500000,07/05/2026,"460,25",14.500.000
2026-05-08,Capaccio,146.88,16920000,08/05/2026,"146,88",16.920.000
2026-05-08,Capacciotti,189.1,42177500,08/05/2026,"189,10",42.177.500
2026-05-08,Occhito,193.06,220274360,08/05/2026,"193,06",220.274.360
2026-05-08,Osento,460.25,14500000,08/05/2026,"460,25",14.500.000
2026-05-09,Capaccio,146.87,16880000,09/05/2026,"146,87",16.880.000
2026-05-09,Capacciotti,189.1,42177500,09/05/2026,"189,10",42.177.500
2026-05-09,Occhito,193.04,219993240,09/05/2026,"193,04",219.993.240
2026-05-09,Osento,460.3,14540000,09/05/2026,"460,30",14.540.000
2026-05-10,Capaccio,146.86,16840000,10/05/2026,"146,86",16.840.000
2026-05-10,Capacciotti,189.1,42177500,10/05/2026,"189,10",42.177.500
2026-05-10,Occhito,193.04,219993240,10/05/2026,"193,04",219.993.240
2026-05-10,Osento,460.3,14540000,10/05/2026,"460,30",14.540.000
2026-05-11,Capaccio,146.85,16800000,11/05/2026,"146,85",16.800.000
2026-05-11,Capacciotti,189.1,42177500,11/05/2026,"189,10",42.177.500
2026-05-11,Occhito,193.04,219993240,11/05/2026,"193,04",219.993.240
2026-05-11,Osento,460.3,14540000,11/05/2026,"460,30",14.540.000
2026-05-12,Capaccio,146.84,16775912,12/05/2026,"146,84",16.775.912
2026-05-12,Capacciotti,189.15,42311400,12/05/2026,"189,15",42.311.400
2026-05-12,Occhito,193.03,219852680,12/05/2026,"193,03",219.852.680
2026-05-12,Osento,460.3,14540000,12/05/2026,"460,30",14.540.000
2026-05-13,Capaccio,146.81,16703558,13/05/2026,"146,81",16.703.558
2026-05-13,Capacciotti,189.15,42311400,13/05/2026,"189,15",42.311.400
2026-05-13,Occhito,193.02,219712120,13/05/2026,"193,02",219.712.120
2026-05-13,Osento,460.3,14540000,13/05/2026,"460,30",14.540.000
2026-05-14,Capaccio,146.8,16679440,14/05/2026,"146,80",16.679.440
2026-05-14,Capacciotti,189.15,42311400,14/05/2026,"189,15",42.311.400
2026-05-14,Occhito,193.02,219712120,14/05/2026,"193,02",219.712.120
2026-05-14,Osento,460.3,14540000,14/05/2026,"460,30",14.540.000
2026-05-15,Capaccio,146.79,16655322,15/05/2026,"146,79",16.655.322
2026-05-15,Capacciotti,189.15,42311400,15/05/2026,"189,15",42.311.400
2026-05-15,Occhito,193.02,219712120,15/05/2026,"193,02",219.712.120
2026-05-15,Osento,460.35,14580000,15/05/2026,"460,35",14.580.000
2026-05-16,Capaccio,146.78,16631204,16/05/2026,"146,78",16.631.204
2026-05-16,Capacciotti,189.15,42311400,16/05/2026,"189,15",42.311.400
2026-05-16,Occhito,193.02,219712120,16/05/2026,"193,02",219.712.120
2026-05-16,Osento,460.35,14580000,16/05/2026,"460,35",14.580.000
2026-05-17,Capaccio,146.78,16631204,17/05/2026,"146,78",16.631.204
2026-05-17,Capacciotti,189.2,42445300,17/05/2026,"189,20",42.445.300
2026-05-17,Occhito,193.05,220133800,17/05/2026,"193,05",220.133.800
2026-05-17,Osento,460.35,14580000,17/05/2026,"460,35",14.580.000
2026-05-18,Capaccio,146.76,16582968,18/05/2026,"146,76",16.582.968
2026-05-18,Capacciotti,189.2,42445300,18/05/2026,"189,20",42.445.300
2026-05-18,Occhito,193.05,220133800,18/05/2026,"193,05",220.133.800
2026-05-18,Osento,460.35,14580000,18/05/2026,"460,35",14.580.000
2026-05-19,Capaccio,146.75,16558850,19/05/2026,"146,75",16.558.850
2026-05-19,Capacciotti,189.3,42713100,19/05/2026,"189,30",42.713.100
2026-05-19,Occhito,193.05,220133800,19/05/2026,"193,05",220.133.800
2026-05-19,Osento,460.35,14580000,19/05/2026,"460,35",14.580.000
2026-05-20,Capaccio,146.72,16486496,20/05/2026,"146,72",16.486.496
2026-05-20,Capacciotti,189.3,42713100,20/05/2026,"189,30",42.713.100
2026-05-20,Occhito,193.04,219993240,20/05/2026,"193,04",219.993.240
2026-05-20,Osento,460.35,14580000,20/05/2026,"460,35",14.580.000
2026-05-21,Capaccio,146.68,16390024,21/05/2026,"146,68",16.390.024
2026-05-21,Capacciotti,189.35,42847000,21/05/2026,"189,35",42.847.000
2026-05-21,Occhito,193.03,219852680,21/05/2026,"193,03",219.852.680
2026-05-21,Osento,460.35,14580000,21/05/2026,"460,35",14.580.000
2026-05-22,Capaccio,146.65,16317670,22/05/2026,"146,65",16.317.670
2026-05-22,Capacciotti,189.35,42847000,22/05/2026,"189,35",42.847.000
2026-05-22,Occhito,193.02,219712120,22/05/2026,"193,02",219.712.120
2026-05-22,Osento,460.35,14580000,22/05/2026,"460,35",14.580.000
2026-05-23,Capaccio,146.61,16221198,23/05/2026,"146,61",16.221.198
2026-05-23,Capacciotti,189.35,42847000,23/05/2026,"189,35",42.847.000
2026-05-23,Occhito,193.0,219431000,23/05/2026,"193,00",219.431.000
2026-05-23,Osento,460.35,14580000,23/05/2026,"460,35",14.580.000
2026-05-24,Capaccio,146.57,16124726,24/05/2026,"146,57",16.124.726
2026-05-24,Capacciotti,189.3,42713100,24/05/2026,"189,30",42.713.100
2026-05-24,Occhito,192.97,219009320,24/05/2026,"192,97",219.009.320
2026-05-24,Osento,460.35,14580000,24/05/2026,"460,35",14.580.000
2026-05-25,Capaccio,146.53,16028254,25/05/2026,"146,53",16.028.254
2026-05-25,Capacciotti,189.25,42579200,25/05/2026,"189,25",42.579.200
2026-05-25,Occhito,192.95,218728200,25/05/2026,"192,95",218.728.200
2026-05-25,Osento,460.3,14540000,25/05/2026,"460,30",14.540.000
2026-05-26,Capaccio,146.48,15907664,26/05/2026,"146,48",15.907.664
2026-05-26,Capacciotti,189.2,42445300,26/05/2026,"189,20",42.445.300
2026-05-26,Occhito,192.93,218447080,26/05/2026,"192,93",218.447.080
2026-05-26,Osento,460.25,14500000,26/05/2026,"460,25",14.500.000
2026-05-27,Capaccio,146.42,15762956,27/05/2026,"146,42",15.762.956
2026-05-27,Capacciotti,189.15,42311400,27/05/2026,"189,15",42.311.400
2026-05-27,Occhito,192.91,218165960,27/05/2026,"192,91",218.165.960
2026-05-27,Osento,460.15,14420000,27/05/2026,"460,15",14.420.000
2026-05-28,Capaccio,146.36,15618248,28/05/2026,"146,36",15.618.248
2026-05-28,Capacciotti,189.1,42177500,28/05/2026,"189,10",42.177.500
2026-05-28,Occhito,192.88,217744280,28/05/2026,"192,88",217.744.280
2026-05-28,Osento,460.05,14340000,28/05/2026,"460,05",14.340.000
2026-05-29,Capaccio,146.31,15497658,29/05/2026,"146,31",15.497.658
2026-05-29,Capacciotti,189.1,42177500,29/05/2026,"189,10",42.177.500
2026-05-29,Occhito,192.84,217182040,29/05/2026,"192,84",217.182.040
2026-05-29,Osento,460.0,14300000,29/05/2026,"460,00",14.300.000
2026-05-30,Capaccio,146.28,15425304,30/05/2026,"146,28",15.425.304
2026-05-30,Capacciotti,189.1,42177500,30/05/2026,"189,10",42.177.500
2026-05-30,Occhito,192.8,216619800,30/05/2026,"192,80",216.619.800
2026-05-30,Osento,459.95,14260000,30/05/2026,"459,95",14.260.000
2026-05-31,Capaccio,146.27,15401186,31/05/2026,"146,27",15.401.186
2026-05-31,Capacciotti,189.0,41909700,31/05/2026,"189,00",41.909.700
2026-05-31,Occhito,192.75,215917000,31/05/2026,"192,75",215.917.000
2026-05-31,Osento,459.85,14180000,31/05/2026,"459,85",14.180.000
2026-06-01,Capaccio,146.26,15377068,01/06/2026,"146,26",15.377.068
2026-06-01,Capacciotti,188.95,41776000,01/06/2026,"188,95",41.776.000
2026-06-01,Occhito,192.71,215354760,01/06/2026,"192,71",215.354.760
2026-06-01,Osento,459.8,14140000,01/06/2026,"459,80",14.140.000
2026-06-02,Capaccio,146.24,15328832,02/06/2026,"146,24",15.328.832
2026-06-02,Capacciotti,188.9,41642100,02/06/2026,"188,90",41.642.100
2026-06-02,Occhito,192.67,214792520,02/06/2026,"192,67",214.792.520
2026-06-02,Osento,459.75,14100000,02/06/2026,"459,75",14.100.000
2026-06-03,Capaccio,146.25,15352950,03/06/2026,"146,25",15.352.950
2026-06-03,Capacciotti,188.8,41374300,03/06/2026,"188,80",41.374.300
2026-06-03,Occhito,192.62,214089720,03/06/2026,"192,62",214.089.720
2026-06-03,Osento,459.7,14060000,03/06/2026,"459,70",14.060.000
2026-06-04,Capaccio,146.28,15425304,04/06/2026,"146,28",15.425.304
2026-06-04,Capacciotti,188.7,41106500,04/06/2026,"188,70",41.106.500
2026-06-04,Occhito,192.58,213527480,04/06/2026,"192,58",213.527.480
2026-06-04,Osento,459.4,13800000,04/06/2026,"459,40",13.800.000
2026-06-05,Capaccio,146.29,15449422,05/06/2026,"146,29",15.449.422
2026-06-05,Capacciotti,188.65,40972600,05/06/2026,"188,65",40.972.600
2026-06-05,Occhito,192.55,213105800,05/06/2026,"192,55",213.105.800
2026-06-05,Osento,459.35,13750000,05/06/2026,"459,35",13.750.000
2026-06-06,Capaccio,146.28,15425304,06/06/2026,"146,28",15.425.304
2026-06-06,Capacciotti,188.55,40704800,06/06/2026,"188,55",40.704.800
2026-06-06,Occhito,192.5,212403000,06/06/2026,"192,50",212.403.000
2026-06-06,Osento,459.1,13500000,06/06/2026,"459,10",13.500.000
2026-06-07,Capaccio,146.27,15401186,07/06/2026,"146,27",15.401.186
2026-06-07,Capacciotti,188.5,40570900,07/06/2026,"188,50",40.570.900
2026-06-07,Occhito,192.45,211700200,07/06/2026,"192,45",211.700.200
2026-06-07,Osento,458.8,13200000,07/06/2026,"458,80",13.200.000
2026-06-08,Capaccio,146.25,15352950,08/06/2026,"146,25",15.352.950
2026-06-08,Capacciotti,188.5,40570900,08/06/2026,"188,50",40.570.900
2026-06-08,Occhito,192.41,211137960,08/06/2026,"192,41",211.137.960
2026-06-08,Osento,458.5,12900000,08/06/2026,"458,50",12.900.000
2026-06-09,Capaccio,146.25,15352950,09/06/2026,"146,25",15.352.950
2026-06-09,Capacciotti,188.5,40570900,09/06/2026,"188,50",40.570.900
2026-06-09,Occhito,192.36,210435160,09/06/2026,"192,36",210.435.160
2026-06-09,Osento,458.2,12720000,09/06/2026,"458,20",12.720.000
2026-06-10,Capaccio,146.24,15328832,10/06/2026,"146,24",15.328.832
2026-06-10,Capacciotti,188.45,40437000,10/06/2026,"188,45",40.437.000
2026-06-10,Occhito,192.31,209732360,10/06/2026,"192,31",209.732.360
2026-06-10,Osento,457.8,12440000,10/06/2026,"457,80",12.440.000
2026-06-11,Capaccio,146.22,15280596,11/06/2026,"146,22",15.280.596
2026-06-11,Capacciotti,188.4,40303100,11/06/2026,"188,40",40.303.100
2026-06-11,Occhito,192.25,208889000,11/06/2026,"192,25",208.889.000
2026-06-11,Osento,457.35,12110000,11/06/2026,"457,35",12.110.000
2026-06-12,Capaccio,146.18,15184124,12/06/2026,"146,18",15.184.124
2026-06-12,Capacciotti,188.35,40169200,12/06/2026,"188,35",40.169.200
2026-06-12,Occhito,192.2,208186200,12/06/2026,"192,20",208.186.200
2026-06-12,Osento,456.85,11780000,12/06/2026,"456,85",11.780.000
2026-06-13,Capaccio,146.18,15184124,12/06/2026,"146,18",15.184.124
2026-06-13,Capacciotti,188.35,40169200,12/06/2026,"188,35",40.169.200
2026-06-13,Occhito,192.2,208186200,12/06/2026,"192,20",208.186.200
2026-06-13,Osento,456.85,11780000,12/06/2026,"456,85",11.780.000
2025-01-01,Capaccio,137.47,349428,01/01/2025,"137,47",349.428
2025-01-01,Capacciotti,170.75,8588700,01/01/2025,"170,75",8.588.700
2025-01-01,Occhito,173.99,31615140,01/01/2025,"173,99",31.615.140
2025-01-01,Osento,435.7,1140000,01/01/2025,"435,70",1.140.000
2025-01-02,Capaccio,137.47,349428,02/01/2025,"137,47",349.428
2025-01-02,Capacciotti,170.75,8588700,02/01/2025,"170,75",8.588.700
2025-01-02,Occhito,173.98,31553280,02/01/2025,"173,98",31.553.280
2025-01-02,Osento,435.7,1140000,02/01/2025,"435,70",1.140.000
2025-01-03,Capaccio,137.47,349428,03/01/2025,"137,47",349.428
2025-01-03,Capacciotti,170.8,8642900,03/01/2025,"170,80",8.642.900
2025-01-03,Occhito,173.98,31553280,03/01/2025,"173,98",31.553.280
2025-01-03,Osento,435.7,1140000,03/01/2025,"435,70",1.140.000
2025-01-04,Capaccio,137.46,339984,04/01/2025,"137,46",339.984
